HOUSEHOLD_ID,DRIVER_ID,POLICY_ID,CLAIM_ID,INCIDENT_CAUSE,DESCRIPTION,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,PRIMARY_DRIVER_ID,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,PLATE,COLOR,INITIAL_ODOMETER,LOW_MILEAGE_USE,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,SSN,DRIVERS_LICENSE_ID,DRIVERS_LICENSE_EXPIRY,DRIVERS_LICENSE_STATE,DATE_AT_CURRENT_ADDRESS,CONTACT_NUMBER,EMAIL,COMMUTE_DISCOUNT,WORK_ADDR_NUMB,WORK_ADDR_STREET_NAME,WORK_ADDR_UNIT_DESIGNATION,WORK_ADDR_UNIT_NUMBER,WORK_ADDR_CITY,WORK_ADDR_STATE,WORK_ADDR_ZIPCODE,WORK_ADDR_LATITUDE,WORK_ADDR_LONGITUDE,WORK_ADDR_PBKEY,ADDR_STREET_NUMBER,ADDR_STREET_NAME,ADDR_UNIT_DESIGNATION,ADDR_UNIT_NUMBER,CITY,STATE,ZIPCODE,LATITUDE,LONGITUDE,PBKEY
LM74150,IIP5092,UZ5342924,A-2017-KH560,2,,3,142357.9,2017-02-10 00:00:00.0,2017-02-18 00:00:00.0,1,4,41.79486171,-87.61914773,2208.00,0,IIP5092,2016-09-13,2017-09-13,2010,Lexus,NX,YHHF104,Gold,141792.0,0,Emory,Hoebeke,M,1990-12-18,879-47-7328,X759-6927-6242,2018-07-22,IL,2001-03-23,837-494-0696 ,ehoebeke@inboux.com,0,11017,S MACKINAW AVE,,,CHICAGO,IL,60617,41.695014,-87.54217,P00007UWOHT8,1021,CLEVELAND AVE,,,PARK RIDGE,IL,60068,41.998508,-87.822256,-87.822256  
LD14383,LPM3687,ZS4092649,A-2018-ZW505,3,,1,231083.4,2018-09-10 00:00:00.0,2018-09-24 00:00:00.0,1,1,42.00251435,-87.7682954,18650.00,1,LPM3687,2017-05-08,2018-05-08,2006,Ford,Focus,MAEG231,Med Dark Green,227124.0,0,Jorge,Evrard,M,1950-06-14,784-80-4303,V973-3435-1937,2019-03-19,IL,2013-07-19,736-411-0918 ,jevrard@outloop.com,0,3311,GOLF RD,,,EVANSTON,IL,60203,42.052671,-87.710408,P00007UWKMIU,1606,N 15TH AVE,,,MELROSE PARK,IL,60160,41.902552,-87.852497,-87.852497  
IL50425,THR7237,VR2124163,A-2017-YF474,5,,3,234552.8,2017-03-13 00:00:00.0,2017-03-26 00:00:00.0,0,1,41.92939683,-87.76207487,2330.00,0,THR7237,2016-07-26,2017-07-26,2006,Toyota,Highlander,VRSA399,Med Dk Blue,222168.0,0,Letitia,Fishe,F,1975-08-08,062-36-9849,G203-7541-1213,2019-03-10,IL,2005-03-21,729-714-0873 ,lfishe@mooosend.com,0,2712,N PULASKI RD,,,CHICAGO,IL,60639,41.930441,-87.727271,P00007UWQI0X,8209,NATOMA AVE,,,BURBANK,IL,60459,41.742542,-87.785731,-87.785731  
HE44345,NHD3489,VY1810959,A-2018-MY353,5,,1,91465.0,2018-01-14 00:00:00.0,2018-01-24 00:00:00.0,1,1,41.96784842,-87.71442391,20610.00,1,NHD3489,2017-03-07,2018-03-07,2014,Hyundai,Elantra,HVFC999,White,88908.0,0,Zoe,Kammers,F,1971-10-02,439-11-7265,B246-7070-3624,2020-04-14,IL,2013-11-17,821-740-0745 ,zkammers@gmxx.com,0,4332,N CALIFORNIA AVE,,,CHICAGO,IL,60618,41.960447,-87.698778,P00007UUHB1C,652,W PARKSIDE DR,,,PALATINE,IL,60067,42.090759,-88.057823,-88.057823  
BL28662,WUK9818,RN5813594,A-2017-CS392,3,,1,187157.0,2017-02-19 00:00:00.0,2017-02-28 00:00:00.0,1,4,41.77537131,-87.56963412,2863.50,1,WUK9818,2016-05-25,2017-05-25,2009,Hyundai,Sonata,KCCW344,Silver,180324.0,0,Marla,Kelz,F,1973-05-12,102-68-3607,V215-1050-8130,2020-06-06,IL,2002-09-26,243-578-0196 ,mkelz@inboux.com,0,525,CROSSEN AVE,,,ELK GROVE VILLAGE,IL,60007,42.018352,-87.966425,P00007UWBM3W,1013,WRENS GATE,,,MUNDELEIN,IL,60060,42.278708,-88.022141,-88.022141  
HM85594,RYB2423,ZV5564899,A-2018-PX702,2,,3,188259.7,2018-07-24 00:00:00.0,2018-07-29 00:00:00.0,0,1,41.86262829,-87.61503109,1000.00,0,RYB2423,2017-02-04,2018-02-04,2010,Honda,HR-V,STDT226,Silver,178368.0,0,Nona,Messer,F,1999-04-18,715-83-6271,K648-9032-3079,2018-02-17,IL,2008-10-21,232-394-0227 ,nmesser@mmail.com,0,910,S ASHLAND AVE,,,CHICAGO,IL,60607,41.870109,-87.66697,P00007UWMZHE,7637,S OKETO AVE,,,BRIDGEVIEW,IL,60455,41.7522,-87.804366,-87.804366  
MH45923,TUW1041,YP6571741,A-2017-TU172,5,,1,35267.0,2017-02-20 00:00:00.0,2017-02-27 00:00:00.0,1,1,41.8443652,-87.7244009,15040.00,1,TUW1041,2016-03-14,2017-03-14,2015,Toyota,Corolla,NKFR877,Dark Red,21156.0,1,Antionette,Borash,F,1966-10-16,364-31-1680,Q344-3934-4532,2020-06-11,IL,2008-11-11,827-397-0877 ,aborash@inboux.com,0,15005,W QUINCY CIR,,,MANHATTAN,IL,60442,41.433536,-87.978777,P00007UW5RXT,653,CHASE AVE,,,JOLIET,IL,60432,41.540044,-88.066006,-88.066006  
AH90631,ZIF3330,RN6062838,A-2017-JO455,2,,1,67329.1,2017-01-17 00:00:00.0,2017-01-22 00:00:00.0,0,4,41.95536537,-87.74727963,2932.50,1,ZIF3330,2016-03-13,2017-03-13,2014,Toyota,Tundra,XGQS660,Med. Dark Gray,54312.0,0,Annabelle,Tape,F,1982-05-15,623-46-8129,Y121-3392-5893,2021-11-02,IL,2005-10-04,738-337-0283 ,atape@mooosend.com,0,6229,S WINCHESTER AVE,,,CHICAGO,IL,60636,41.780276,-87.672366,P00007UUPC8S,3336,N KARLOV AVE,,,CHICAGO,IL,60641,41.941955,-87.730011,-87.730011  
MI08265,OQM4592,RR4766997,A-2016-XT274,3,,1,144226.8,2016-09-16 00:00:00.0,2016-09-18 00:00:00.0,1,1,41.99753989,-87.70700596,30400.00,1,OQM4592,2015-01-20,2016-01-20,2010,Hyundai,Tucson,ZWNI622,Black,138816.0,0,Gerald,Nicoulin,M,1940-09-16,720-30-7189,Z917-5786-2149,2018-10-08,IL,2004-10-06,749-204-0396 ,gnicoulin@outloop.com,0,6609,S MORGAN ST,,,CHICAGO,IL,60621,41.773803,-87.649148,P00007UWP2II,3213,ENTERPRISE PARK AVE,,,SOUTH CHICAGO HEIGHTS,IL,60411,41.479676,-87.642267,-87.642267  
GD15805,HFY6492,TZ7299289,A-2018-AG506,4,,3,234498.3,2018-02-26 00:00:00.0,2018-03-06 00:00:00.0,0,1,42.00903939,-87.6903184,2630.00,0,HFY6492,2017-02-24,2018-02-24,2008,Honda,Pilot,SHRI235,Silver,230400.0,0,Edwin,Scronce,M,1994-10-21,015-10-2899,K158-9906-8372,2018-09-11,IL,2013-01-12,261-403-0819 ,escronce@mailjeep.com,0,7124,W 114TH ST,,,WORTH,IL,60482,41.684711,-87.796304,P00007UU0SWF,11901,S LAWNDALE AVE,UNIT,2N,CHICAGO,IL,60803,41.676503,-87.711573,-87.711573  
GD08394,IUK1664,NX3788470,A-2016-EF835,4,,1,35458.2,2016-02-05 00:00:00.0,2016-02-17 00:00:00.0,1,1,41.75847858,-87.74152601,30540.00,1,WXD4296,2015-06-27,2016-06-26,2013,Volkswagen,Tiguan,VRHL819,Dark Red,31140.0,1,Kristie,Huggans,F,1970-03-30,738-66-5569,Z741-1139-3876,2019-05-19,IL,2012-02-14,358-263-0579 ,khuggans@freshmaail.com,0,20952,BENJAMIN DR,,,SHOREWOOD,IL,60404,41.501877,-88.209798,P00007UW5II1,570,SAUK CT,,,CAROL STREAM,IL,60188,41.91725,-88.145134,-88.145134  
IJ97928,LXH1303,WP5551592,A-2018-GX808,5,,1,81629.9,2018-01-31 00:00:00.0,2018-02-08 00:00:00.0,0,1,41.79932043,-87.72319071,22420.00,1,LXH1303,2017-01-16,2018-01-16,2014,Chevrolet,Silverado,RGZQ189,White,78528.0,0,Jasmine,Castaing,F,1950-09-13,440-21-0905,N413-8066-6259,2019-04-17,IL,2017-07-02,261-276-0622 ,jcastaing@zohoo.com,0,15515,SPAULDING AVE,,,MARKHAM,IL,60428,41.607387,-87.696766,P00007UWL754,8321,W 126TH ST,,,PALOS PARK,IL,60464,41.661472,-87.824961,-87.824961  
FA35381,FKG2601,TO7878196,A-2017-VL538,5,,1,175519.6,2017-10-06 00:00:00.0,2017-10-09 00:00:00.0,1,1,41.91000891,-87.72535418,26630.00,1,FKG2601,2016-06-25,2017-06-25,2008,Chevrolet,Silverado,HSNS075,Light Brown,164688.0,0,Charley,Gennard,M,1964-10-19,165-40-1587,B319-3848-6043,2020-08-03,IL,2005-10-08,362-937-0707 ,cgennard@mooosend.com,0,6229,N MONTICELLO AVE,,,CHICAGO,IL,60659,41.994628,-87.719865,P00007UUY0HK,25W660,PRAIRIE ROSE CIR,,,CAROL STREAM,IL,60188,41.889498,-88.127979,-88.127979  
FJ66794,EAH1655,XV6277028,A-2018-WF137,3,,3,194933.4,2018-07-31 00:00:00.0,2018-08-10 00:00:00.0,0,1,41.8876023,-87.67449183,1680.00,0,EAH1655,2017-08-02,2018-08-02,2009,Nissan,Maxima,JWCB736,Light Brown,190440.0,0,Sammie,Miwa,M,1982-08-30,429-78-1241,Q672-5860-4645,2018-03-08,IL,2007-11-06,839-290-0562 ,smiwa@husshmail.com,0,9601,S HARVARD AVE,,,CHICAGO,IL,60628,41.719674,-87.631888,P00007UUM64X,2424,OAK TREE LN,,,PARK RIDGE,IL,60068,42.035166,-87.857502,-87.857502  
LB17708,YYL6245,WT2881540,A-2016-ZV935,5,,1,207329.5,2016-05-13 00:00:00.0,2016-05-20 00:00:00.0,1,1,41.76486997,-87.65902415,41850.00,1,YYL6245,2015-02-02,2016-02-02,2006,Chevrolet,Traverse,IKKB421,White,204240.0,0,Rhonda,Elfering,F,2001-03-09,009-39-9175,E571-6768-6783,2019-07-15,IL,2002-03-13,739-615-0520 ,relfering@fasstmail.com,0,9350,W MAJESTIC DR,,,MONEE,IL,60449,41.414688,-87.840757,P00007UTW8X2,10739,S EBERHART AVE,,,CHICAGO,IL,60628,41.698875,-87.610739,-87.610739  
ML70626,KQB7806,VR3515393,A-2017-KU336,1,,3,169419.0,2017-06-02 00:00:00.0,2017-06-07 00:00:00.0,1,1,41.69432296,-87.67655019,2380.00,0,XZG9276,2016-07-17,2017-07-17,2009,Subaru,Impreza,PYSM437,Black,154956.0,0,Helga,Pantages,F,1967-01-27,314-13-7531,F876-6104-5632,2021-12-24,IL,2006-11-16,342-682-0792 ,hpantages@outloop.com,0,4001,S COTTAGE GROVE AVE,,,CHICAGO,IL,60653,41.82119,-87.606565,P00007UWRCGF,15W660,E HARVARD ST,,,ELMHURST,IL,60126,41.865646,-87.935581,-87.935581  
II37776,ETY3244,SQ6189530,A-2018-AI909,2,,3,204767.0,2018-01-26 00:00:00.0,2018-01-28 00:00:00.0,0,1,41.7641858,-87.58642639,1060.00,0,ETY3244,2017-10-23,2018-10-23,2009,Dodge,Journey,RWAL953,Black,201552.0,0,Daphne,Tysor,F,1971-04-30,545-65-4335,F258-6302-7989,2020-04-23,IL,2000-07-16,750-294-0576 ,dtysor@husshmail.com,0,2133,W HOWARD ST,APT,P-6,CHICAGO,IL,60645,42.019334,-87.683555,P00007UWQYJG,3843,N NOTTINGHAM AVE,,,CHICAGO,IL,60634,41.950267,-87.80437,-87.80437   
KI98385,JDS1375,WZ4338819,A-2017-UT336,2,,3,43490.9,2017-06-21 00:00:00.0,2017-06-26 00:00:00.0,0,1,41.94579529,-87.76451515,2357.50,0,JDS1375,2016-11-08,2017-11-08,2015,Hyundai,Sonata,UHKP069,Silver,41760.0,0,Johanna,Lisonbee,F,1951-07-24,482-75-6715,V499-4259-6280,2021-01-07,IL,2005-04-03,235-784-0403 ,jlisonbee@husshmail.com,0,101,N PINE AVE,APT,1C,CHICAGO,IL,60644,41.882441,-87.762785,P00007UWQWA2,1035,PARK AVE,,,DEERFIELD,IL,60015,42.172062,-87.850475,-87.850475  
JH58399,ZHU5731,XN8715168,A-2016-IG785,2,,3,49801.1,2016-01-16 00:00:00.0,2016-01-22 00:00:00.0,0,1,41.84375106,-87.70487246,2870.00,0,ZHU5731,2015-06-17,2016-06-16,2014,Hyundai,Elantra,HKOH189,Silver,36336.0,0,Long,Mcstoots,M,1956-08-31,603-32-9700,S597-9063-9312,2018-02-28,IL,2001-01-17,237-633-0282 ,lmcstoots@life.com,0,4880,N CLARK ST,APT,P-8,CHICAGO,IL,60640,41.971247,-87.668013,P00007UWQJKP,75,FERNDALE RD,,,DEERFIELD,IL,60015,42.154174,-87.823905,-87.823905  
BA79802,LQE3254,NP2425310,A-2018-HT817,5,,1,66079.7,2018-03-10 00:00:00.0,2018-03-19 00:00:00.0,1,3,41.83418617,-87.67211975,21700.00,1,LQE3254,2017-01-03,2018-01-03,2015,Chevrolet,Malibu,NIBT639,White,62784.0,0,Chris,Fingers,M,1961-01-22,886-34-8686,N394-2650-7453,2020-10-22,IL,2010-03-22,241-743-0362 ,cfingers@lightemail.com,0,1619,CHEROKEE DR,,,ROUND LAKE BEACH,IL,60073,42.378366,-88.106794,P00007UWJ4JZ,37112,N PARMA AVE,,,LAKE VILLA,IL,60046,42.402126,-88.041235,-88.041235  
HI42166,QKG1873,QP9311362,A-2016-GL386,2,,3,72761.8,2016-02-14 00:00:00.0,2016-02-22 00:00:00.0,1,1,41.99468602,-87.71459314,1140.00,0,QKG1873,2015-06-11,2016-06-10,2013,Nissan,Frontier,RNOZ846,Med Dk Blue,60300.0,0,Ricardo,Tsuji,M,1942-12-27,298-50-3678,I285-9284-9483,2019-01-16,IL,2011-05-09,729-427-0092 ,rtsuji@yahoot.com,0,4922,N KEDZIE AVE,APT,103-3,CHICAGO,IL,60625,41.971121,-87.708873,P00007UWPHT3,1010,N CALIFORNIA AVE,,,CHICAGO,IL,60622,41.89969,-87.697171,-87.697171  
AK36209,KIM4122,RS2415496,A-2018-DB946,1,,3,63252.7,2018-06-02 00:00:00.0,2018-06-09 00:00:00.0,0,1,41.91811678,-87.78533528,2860.00,0,KIM4122,2017-04-11,2018-04-11,2015,Mazda,CX-5,UMGW552,Silver,57420.0,0,Bettye,Kososki,F,1982-10-06,658-55-2866,C381-3571-7756,2018-09-04,IL,1999-08-09,259-468-0939 ,bkososki@inboux.com,0,3900,W JACKSON BLVD,,,CHICAGO,IL,60624,41.877374,-87.72328,P00007UUKNZ3,3823,N ASHLAND AVE,APT,302,CHICAGO,IL,60613,41.951508,-87.668485,-87.668485  
FL35053,POF9758,XU3394753,A-2018-IT342,5,,1,72466.3,2018-01-14 00:00:00.0,2018-01-20 00:00:00.0,1,1,41.77704855,-87.66888563,30080.00,1,POF9758,2017-01-03,2018-01-03,2015,Chevrolet,Silverado,JKQJ730,Med. Dark Gray,64020.0,0,Lorena,Scorza,F,2000-03-22,044-76-6245,P617-3693-7145,2021-09-03,IL,2016-02-14,735-465-0676 ,lscorza@fasstmail.com,0,518,S LARAMIE AVE,,,CHICAGO,IL,60644,41.87321,-87.755078,P00007UWFUG0,440,N WABASH AVE,APT,P-313,CHICAGO,IL,60611,41.890419,-87.627462,-87.627462  
LM61811,IDG7363,QO9238609,A-2017-YT389,1,,1,474874.0,2017-03-09 00:00:00.0,2017-03-11 00:00:00.0,1,2,41.95711815,-87.73400291,26520.00,1,IDG7363,2016-08-26,2017-08-26,1996,Nissan,Maxima,RVOA564,Dark Red,473256.0,0,Jeramy,Klunder,M,1948-09-25,440-81-5306,H211-8283-9654,2018-09-22,IL,2002-05-05,735-944-0259 ,jklunder@fasstmail.com,0,7226,W COLLEGE DR,,,PALOS HEIGHTS,IL,60463,41.676007,-87.799137,P00007UTYRRA,4516,W MAYPOLE AVE,APT,1,CHICAGO,IL,60624,41.884805,-87.738809,-87.738809  
HH16434,MLI1063,YO8529075,A-2018-GN321,4,,3,593427.4,2018-09-05 00:00:00.0,2018-09-14 00:00:00.0,0,1,41.87741284,-87.6766909,2990.00,0,MLI1063,2017-02-15,2018-02-15,1993,Chevrolet,Cruze,XMHG030,Black,585828.0,0,Maude,Allerton,F,1985-03-13,058-53-6075,X898-5381-8294,2019-07-03,IL,2011-01-16,359-250-0820 ,mallerton@husshmail.com,0,111,MADISON ST,,,OAK PARK,IL,60302,41.879669,-87.777944,P00007UTON2Q,476,E VALLETTE ST,,,ELMHURST,IL,60126,41.882515,-87.922217,-87.922217  
KB88617,PNY7427,TR7388339,A-2018-NX826,5,,1,47319.2,2018-04-16 00:00:00.0,2018-04-25 00:00:00.0,0,3,41.88538966,-87.66682582,29060.00,1,PNY7427,2017-09-24,2018-09-24,2016,Volkswagen,Jetta,XENC921,Gold,46704.0,0,Cornelia,Helper,F,1989-07-18,753-76-4813,F984-3121-6304,2018-08-16,IL,2002-11-06,748-816-0645 ,chelper@outloop.com,0,1241,HATHAWAY CIR,,,ELGIN,IL,60120,42.061464,-88.247981,P00007UW54GC,4137,N NARRAGANSETT AVE,UNIT,10,CHICAGO,IL,60634,41.955811,-87.785508,-87.785508  
EL93393,GNN7654,NW0905435,A-2017-JD841,2,,3,191901.8,2017-07-31 00:00:00.0,2017-07-31 00:00:00.0,0,1,41.84760841,-87.62046048,2890.00,0,UOZ2611,2016-11-24,2017-11-24,2009,Hyundai,Santa Fe,WFND854,Light Brown,180360.0,0,Nelson,Selga,M,1989-11-04,079-07-7071,Q285-9084-3162,2019-05-22,IL,2012-04-18,741-711-0095 ,nselga@freshmaail.com,0,8835,S GREENWOOD AVE,,,CHICAGO,IL,60619,41.733999,-87.596844,P00007UWECC1,1846,W BERTEAU AVE,APT,G,CHICAGO,IL,60613,41.958017,-87.676314,-87.676314  
EL19015,INJ6643,XR3409655,A-2018-TT508,1,,2,167827.0,2018-12-30 00:00:00.0,2019-01-06 00:00:00.0,0,1,41.95042134,-87.68850982,2540.00,0,INJ6643,2017-06-17,2018-06-17,2010,Chevrolet,Malibu,CMMI797,Light Brown,155664.0,0,Dominick,Crumbaker,M,1935-05-06,170-82-3049,E854-7415-3591,2021-03-18,IL,2013-09-27,241-304-0813 ,dcrumbaker@gmxx.com,0,5133,S WELLS ST,,,CHICAGO,IL,60609,41.800938,-87.631615,P00007UWNC47,26617,S EGYPTIAN TRL,,,MONEE,IL,60449,41.406735,-87.744892,-87.744892  
IM86512,SWW4241,UO4370847,A-2018-KQ964,4,,1,192928.4,2018-03-04 00:00:00.0,2018-03-09 00:00:00.0,1,1,42.01118202,-87.66289497,35178.50,1,DYF4164,2017-09-07,2018-09-07,2010,Dodge,Ram,OLEX424,Silver,183180.0,0,Iris,Matlak,F,1961-02-08,310-40-0054,C659-2893-4199,2021-10-20,IL,2017-11-16,238-674-0248 ,imatlak@beemail.com,0,23571,N OLD MCHENRY RD,,,LAKE ZURICH,IL,60047,42.205725,-88.027284,P00007UWIR1A,26426,W GRAPEVINE AVE,,,ANTIOCH,IL,60002,42.483552,-88.148593,-88.148593  
MC45606,DHW8322,WZ0472676,A-2018-QV187,1,,3,89994.9,2018-06-29 00:00:00.0,2018-07-13 00:00:00.0,0,1,41.93350826,-87.772253,2440.00,0,DHW8322,2017-10-18,2018-10-18,2014,Nissan,Pathfinder,QAUF557,Dark Red,85620.0,0,Micah,Zarzuela,M,1989-08-28,077-06-4963,Z575-3910-3907,2020-12-09,IL,2001-03-16,729-349-0088 ,mzarzuela@mmail.com,0,9300,S HARBOR AVE,,,CHICAGO,IL,60617,41.726127,-87.545757,P00007UWOIL9,5916,W PERSHING RD,,,CICERO,IL,60804,41.821952,-87.77126,-87.77126   
AH36902,MHO7867,VV7195615,A-2017-FH914,1,,3,437657.7,2017-06-16 00:00:00.0,2017-06-30 00:00:00.0,0,1,41.86703514,-87.64752208,3128.00,0,MHO7867,2016-09-21,2017-09-21,1998,Subaru,XV Crosstrek,WRPO596,Silver,423480.0,0,Ignacio,Schoenmann,M,1964-10-17,835-56-5632,U556-6549-1876,2020-08-07,IL,2014-02-18,624-401-0562 ,ischoenmann@mailjeep.com,0,2861,WILSON LN,,,GLENVIEW,IL,60026,42.088703,-87.83363,P00007UT0YH6,117,SARANAC CT,,,BLOOMINGDALE,IL,60108,41.957956,-88.117726,-88.117726  
JJ23409,AXH2427,XP6738250,A-2016-ZU174,3,,3,69409.6,2016-04-05 00:00:00.0,2016-04-10 00:00:00.0,1,1,41.93791493,-87.76662131,1050.00,0,AXH2427,2015-09-24,2016-09-23,2010,Honda,CR-V,KISQ674,Med Red,66276.0,1,Maynard,Hedayat,M,1996-05-14,100-53-3700,W183-4584-5720,2019-02-21,IL,2005-06-16,237-525-0082 ,mhedayat@ggmail.com,0,212,GRANT ST,,,DOWNERS GROVE,IL,60515,41.806623,-87.991168,P00007UU3N8M,6918,MANCHESTER DR,,,PLAINFIELD,IL,60586,41.561938,-88.252513,-88.252513  
GE87726,HQW2743,WY8413665,A-2018-CW946,3,,1,226236.8,2018-01-11 00:00:00.0,2018-01-13 00:00:00.0,1,3,41.88211763,-87.62767361,32867.00,1,HQW2743,2017-06-15,2018-06-15,2007,Ford,Escape,LVNK864,Black,217932.0,0,John,Westrich,F,1951-01-12,142-30-6898,A341-1807-1904,2021-09-11,IL,2017-05-25,638-846-0633 ,jwestrich@freshmaail.com,0,2508,W GRENSHAW ST,,,CHICAGO,IL,60612,41.867823,-87.689063,P00007UWZBR1,3N040,WOODVIEW DR,,,WEST CHICAGO,IL,60185,41.915859,-88.165084,-88.165084  
CC04656,VER6077,SP6029378,A-2017-RL305,3,,1,112907.3,2017-08-19 00:00:00.0,2017-08-31 00:00:00.0,1,1,41.78674894,-87.78174785,36170.00,1,VER6077,2016-07-25,2017-07-25,2012,Chevrolet,Silverado,GLYC174,Black,105600.0,0,Olga,Haske,F,1955-02-11,513-29-4929,L486-6651-4100,2019-07-25,IL,2015-10-11,258-848-0827 ,ohaske@life.com,0,2312,VERDUN DR,,,JOLIET,IL,60435,41.564491,-88.15219,P00007UTTNR9,229,GRANT ST,,,WINFIELD,IL,60190,41.857368,-88.157296,-88.157296  
BB24765,VWO6089,TV8532830,A-2018-PO349,2,,3,187061.4,2018-05-29 00:00:00.0,2018-06-08 00:00:00.0,0,1,41.78197998,-87.61581637,2875.00,0,VWO6089,2017-01-12,2018-01-12,2010,Toyota,Rav-4,AMYP261,Dark Red,179040.0,0,Roscoe,Fliss,M,1977-09-18,086-92-9158,Y535-1800-1674,2019-07-31,IL,2014-10-20,265-214-0603 ,rfliss@fasstmail.com,0,2001,W JEFFERSON ST,,,JOLIET,IL,60435,41.523519,-88.127569,P00007UTTQ2K,3048,SCOTT CRES,,,FLOSSMOOR,IL,60422,41.535596,-87.69113,-87.69113   
GF70444,IIN4093,UV6319755,A-2018-DJ532,5,,1,65337.8,2018-01-30 00:00:00.0,2018-02-04 00:00:00.0,1,1,41.97908367,-87.66009105,31240.00,1,IIN4093,2017-10-19,2018-10-19,2015,Nissan,Altima,GMQU351,White,61212.0,0,Tom,Cawyer,M,1981-06-30,451-98-7041,F775-3069-7550,2021-06-14,IL,2005-09-24,247-854-0112 ,tcawyer@mailjeep.com,0,1150,S OLD RAND RD,,,LAKE ZURICH,IL,60047,42.179513,-88.07704,P00007UT31C2,1460,LAWN CT,,,GRAYSLAKE,IL,60030,42.366154,-88.052149,-88.052149  
JF09442,OBD4667,OO5485525,A-2017-SV314,3,,1,64730.9,2017-11-19 00:00:00.0,2017-11-25 00:00:00.0,1,1,41.87324546,-87.74511718,34200.00,1,OBD4667,2016-04-24,2017-04-24,2011,Toyota,Corolla,OZYL108,Med Red,61908.0,1,Carol,Boca,M,1975-01-22,556-92-2818,J503-3572-9528,2021-08-28,IL,2008-10-20,745-206-0581 ,cboca@husshmail.com,0,3622,S LAKE PARK AVE,,,CHICAGO,IL,60653,41.829209,-87.607211,P00007UX0MM4,12729,S MANISTEE AVE,,,CHICAGO,IL,60633,41.663756,-87.555263,-87.555263  
BD58953,QLO1576,NR3163843,A-2017-UU269,4,,3,60668.3,2017-07-22 00:00:00.0,2017-07-24 00:00:00.0,1,1,41.856717,-87.68317452,2110.00,0,QLO1576,2016-06-17,2017-06-17,2015,Ford,F-150,PTKS563,Med Dk Blue,47544.0,0,Kay,Leversee,F,1963-10-16,496-16-1654,W297-3090-8325,2019-03-14,IL,2007-07-22,232-705-0770 ,kleversee@mailjeep.com,0,720,LEE ST,,,DES PLAINES,IL,60016,42.040293,-87.889084,P00007UWIFNX,25469,W COLUMBIA BAY DR,,,LAKE VILLA,IL,60046,42.414559,-88.129399,-88.129399  
HG07601,KBX1237,SY3551935,A-2017-XT837,1,,1,214026.3,2017-01-04 00:00:00.0,2017-01-13 00:00:00.0,1,1,41.97620114,-87.90530913,39928.00,1,KBX1237,2016-10-26,2017-10-26,2008,Honda,Accord,LFOU679,Med Dk Blue,202608.0,0,Bruce,Buldo,M,1951-05-15,052-04-9063,R582-2289-2716,2020-10-17,IL,2014-09-24,748-392-0766 ,bbuldo@mailjeep.com,0,3111,N PARKSIDE AVE,,,CHICAGO,IL,60634,41.937159,-87.767311,P00007UWQ52E,8629,W CATALPA AVE,,,CHICAGO,IL,60656,41.978967,-87.840207,-87.840207  
KJ37975,PQW5430,NW3871701,A-2018-CL702,2,,3,183947.6,2018-09-21 00:00:00.0,2018-09-22 00:00:00.0,0,4,42.01218799,-87.69937653,1110.00,0,PQW5430,2017-02-19,2018-02-19,2010,Honda,Pilot,USIW719,Silver,179460.0,0,Lashonda,Stenquist,F,1978-07-24,124-18-4678,A947-3195-8387,2020-10-27,IL,2009-11-04,349-644-0824 ,lstenquist@beemail.com,0,607,LONGWOOD AVE,,,GLENCOE,IL,60022,42.136449,-87.74887,P00007UT0FMM,2N421,EUCLID AVE,,,GLEN ELLYN,IL,60137,41.910997,-88.066443,-88.066443  
HC84329,EDQ9600,NN9856134,A-2017-KT680,4,,3,46207.7,2017-12-20 00:00:00.0,2017-12-23 00:00:00.0,0,2,41.91721463,-87.73138856,3381.00,0,EDQ9600,2016-10-04,2017-10-04,2013,Mercedes,GLE,MVFV216,Gold,42522.0,1,Alba,Parmentier,F,1974-02-13,098-11-1732,I546-6771-5379,2020-03-18,IL,2015-07-05,846-532-0939 ,aparmentier@zohoo.com,0,2847,W DEVON AVE,,,CHICAGO,IL,60659,41.997276,-87.701398,P00007UWRQIU,708,CEDAR AVE,,,WAUKEGAN,IL,60085,42.345901,-87.863486,-87.863486  
GD70310,VEC1521,RT6638674,A-2018-BR337,4,,3,336005.4,2018-09-21 00:00:00.0,2018-10-01 00:00:00.0,0,2,41.78309273,-87.72303138,1740.00,0,VEC1521,2017-05-03,2018-05-03,2001,Mazda,CX-5,RNXF542,Black,327516.0,0,Jesse,Folsom,F,1947-07-20,594-94-3020,R291-5047-8380,2020-04-13,IL,2007-07-09,261-216-0378 ,jfolsom@husshmail.com,0,975,ACORN TRL,,,LAKE FOREST,IL,60045,42.257456,-87.872658,P00007UT2KIS,213,N OWEN ST,,,MOUNT PROSPECT,IL,60056,42.070937,-87.929546,-87.929546  
